Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSC Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo Constructor Time,Avg Eigen InnerIterator Time,Avg CSC InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSC Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSC Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSC Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSC Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSC Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Avg Eigen Outer Sum Time,Avg CSC Outer Sum Time,Avg CSF2 Outer Sum Time,Avg CSF3 Outer Sum Time,Avg Armadillo Outer Sum Time,Avg Eigen Sum Time,Avg CSC Sum Time,Avg CSF2 Sum Time,Avg CSF3 Sum Time,Avg Armadillo Sum Time,Avg Eigen Norm Time,Avg CSC Norm Time,Avg CSF2 Norm Time,Avg CSF3 Norm Time,Avg Armadillo Norm Time
82,822,822,3276,0.037158,0.004848,23548,48374,298614,408588,120841,3562,3516,5686,16970,16510,3637,1446,3396,17286,1449,4137,5911,7019,18100,8441,42604,42628,76488,51084,42604,9572,1439175,268183,316401,12729,2962941,4766644,5295709,12345489,3467509,7586,6913,5600,19687,10267,791,3708,3542,17176,1228,3666,3833,3669,16743,1132
83,822,822,4661,0.046145,0.006898,31190,69151,514948,686253,169345,5618,5606,8567,25648,22915,5646,2043,5668,26117,2052,6574,9010,9912,27134,13052,59224,59248,97520,67209,59224,14479,2134936,373739,465513,17406,3683663,5430888,6178698,16385976,3845264,6427,9299,7822,28455,13958,1150,6021,5544,25533,1725,5618,6421,5772,25163,1631
84,822,822,4726,0.043447,0.006994,31116,72145,519714,700257,172583,5671,5556,8572,25601,23131,5813,2068,5775,26309,2088,6614,9093,10030,26756,13639,60004,60028,98740,68150,60004,14583,2164684,393650,478856,17697,3690928,5415293,6213602,16608812,3812660,6674,9537,6644,28551,14016,969,6019,5538,25862,1763,5748,6267,5722,25139,1605
85,822,822,4790,0.043005,0.007089,31777,77194,533114,723104,173900,5869,5620,8646,26401,23240,5953,2296,5883,29547,2101,6738,9117,10449,27443,13930,60772,60796,99728,68939,60772,14871,2240558,388180,485444,18133,3715783,5474768,6260193,16853755,3946700,10832,9457,7973,27922,14228,1210,6049,5783,26022,1781,5869,6413,5923,25500,1651
86,822,822,4841,0.040406,0.007165,30659,76000,506267,689016,166131,5494,5352,8248,24824,22011,5598,1994,5545,25429,2072,6518,8834,10489,25926,12892,61384,61408,100724,69761,61384,14271,2193075,369192,460301,17611,3559890,5276957,6053321,15999247,3653120,10349,9021,7702,25977,13565,1128,5839,5799,24838,1687,5628,6111,5518,24109,1584
87,822,822,3802,0.041165,0.005627,26850,55852,354971,493160,139906,4616,4460,6959,20294,19142,4592,1663,4410,20927,1703,5306,6905,8227,21648,10377,48916,48940,84496,57244,48916,11632,1703813,308933,381572,14849,3255448,5002855,5707481,13884366,3587540,5029,8089,6672,23536,11926,970,4782,4432,20596,1453,4614,5139,4522,19907,1322
88,822,822,4028,0.042074,0.005961,28084,59597,375861,523590,147268,5057,5081,7748,24243,20408,5149,1767,5069,22839,1825,5881,7886,9131,23151,11550,51628,51652,87992,59992,51628,12521,1880751,323458,397766,16188,3376958,5094984,5816844,14467706,3663072,6025,8620,5925,25043,12675,1023,5430,4971,22039,1475,5328,5781,4883,21522,1358
89,822,822,4172,0.043904,0.006174,29130,61327,449417,612166,150986,5492,5373,7830,23402,20935,5566,1819,5436,23636,1854,6464,8237,9213,24694,12263,53356,53380,90152,61664,53356,13541,1949857,335854,411455,16859,3496169,5213675,5978381,14993478,3884367,6095,9097,7456,24614,13313,1036,5674,5113,23291,1460,5510,5985,5268,22706,1436
90,822,822,4534,0.043756,0.00671,30515,62381,494199,666999,165238,5568,5486,8321,24800,22364,5682,1971,5733,25165,1992,6466,8782,9822,26066,12491,57700,57724,95680,65846,57700,14158,2066209,362502,450739,16228,3586104,5321299,6103868,15951980,3791795,6424,9317,7163,26503,13699,871,5822,5452,24832,1504,5618,6193,5450,24045,1532
91,1054,1054,6625,1,0.005964,37785,100979,268870,297400,226180,6231,6379,8277,19985,29176,6179,2869,845,19570,2883,7354,9838,9484,22436,14691,83720,83744,72900,39792,83720,17849,3502495,282383,299727,22155,6355134,9482926,10561449,24749383,6774067,6462,12682,2977,21656,15903,1755,6406,2206,20546,2410,6452,6642,2010,20270,2444
92,1072,1072,6758,1,0.005881,39556,102616,275498,302707,230596,6676,6923,9225,20686,30213,6622,2943,797,19943,2957,7730,10169,9964,23319,15533,85388,85412,74224,40513,85388,17975,3646942,290138,310508,22688,6528172,9809088,11039369,25793399,7146941,7093,12816,3396,22600,16749,1390,6764,2616,21089,2430,6748,7085,2093,20899,2404
93,144,144,720,1,0.034722,4284,10293,31667,35196,26521,535,541,659,2003,2929,410,334,118,1937,348,589,815,999,2354,4290,9220,9244,9240,4488,9220,1689,70680,35847,36348,3162,72437,121964,141461,354811,84899,1100,1372,663,2592,1545,154,551,228,2009,274,551,555,206,2039,320
94,161,161,769,1,0.029667,5646,11074,37897,39995,31174,657,669,831,2388,3174,527,400,146,2302,410,799,986,1194,2969,5155,9876,9900,10184,4979,9876,2122,81597,40425,39682,4862,109080,162943,197190,493091,118005,1791,1563,759,2939,1897,228,659,320,2414,364,745,693,308,2428,350
95,187,187,839,1,0.023993,5222,9434,36636,37316,30242,603,657,793,2258,3438,444,376,140,2124,402,697,1058,1168,2759,4921,10820,10844,11608,5725,10820,1908,97252,40317,38692,3823,134201,210600,235858,572114,136342,1240,1465,771,2809,1763,228,649,311,2294,386,633,623,254,2304,340
96,229,229,1003,1,0.019126,6099,12329,47535,49446,36500,791,785,993,2871,4342,697,461,174,2793,465,1013,1334,1362,3396,2019,12956,12980,14112,6981,12956,2352,134169,48755,48332,3324,214438,326275,361514,848078,209382,1731,1845,518,3621,2340,242,827,320,2893,412,817,859,302,2899,386
97,24,24,92,1,0.159722,689,1515,5959,6392,4156,136,142,216,401,609,150,64,50,403,78,214,276,298,535,985,1204,1228,1448,740,1204,461,4706,6209,6654,358,2292,2765,3913,7410,3570,186,216,84,445,424,56,138,56,416,64,168,166,52,404,84
98,256,256,1586,1,0.0242,8668,22857,64202,71414,56927,1538,1552,2074,4991,7255,1673,711,190,5109,705,1916,2495,2522,5564,3945,20060,20084,17632,8266,20060,4310,247833,71356,75964,5075,332553,643723,705992,1475565,461565,1785,3155,1038,6005,4244,296,1601,394,5093,557,1625,1663,358,5081,569
99,268,268,1675,1,0.023321,8950,24057,68997,76459,60185,1447,1442,1966,5163,7350,1438,753,210,5192,763,1763,2524,2518,5678,3522,21176,21200,18516,8716,21176,4258,265394,78697,79238,4877,375039,582534,627104,1521493,319309,1593,3162,1088,6458,4498,314,1458,398,5265,641,1538,1566,358,5215,609
100,292,292,1416,1,0.016607,7924,20817,62996,68903,49597,1290,1288,1783,4482,6448,1236,647,222,4342,641,1651,2212,2252,5400,3005,18164,18188,18536,9210,18164,3739,230814,67084,70646,6379,379488,610275,650372,1481130,338601,2564,2711,1034,5588,3520,308,1362,452,4538,549,1328,1398,400,4490,526
101,445,445,2127,1,0.010741,12010,26487,92329,98040,74061,1829,1879,2420,6342,9414,1779,948,329,6156,957,2268,3198,3092,7496,4392,27308,27332,28112,14706,27308,5301,520448,100612,104516,6884,922446,1474610,1532264,3599619,872795,3811,3815,1613,7662,5280,474,1973,611,6474,813,1881,1957,603,6428,753
102,61,61,309,1,0.083042,2220,4706,14244,15733,10856,306,388,405,1046,1733,328,242,62,1057,176,394,671,642,1142,2462,3956,3980,3944,1919,3956,999,19612,14831,15945,1080,13224,17915,22101,57365,11734,366,446,172,1168,953,138,294,126,1064,124,312,308,90,1072,156
103,62,62,140,1,0.03642,1677,2041,11048,11824,6257,232,246,409,677,1122,286,92,74,661,112,372,574,503,856,1885,1932,1956,3312,1776,1932,819,10217,11756,13052,1590,8916,12834,18777,32607,9103,294,326,136,751,753,60,258,106,741,76,262,270,94,683,94
104,634,634,3931,1,0.00978,20616,53271,155461,172004,132321,3370,3344,5055,11473,16448,3286,1725,482,11481,1737,3903,5508,5171,13751,8233,49712,49736,43644,23615,49712,9413,1351961,157894,170030,12729,2181884,3849718,4144160,9708421,2177290,3600,6167,1298,12395,8640,915,3600,909,11748,1378,3434,3625,917,11696,1499
105,715,715,3690,1,0.007218,20909,48709,180582,179398,126357,2989,3059,3791,10668,15663,2751,1629,549,9702,1643,3544,4821,4837,12579,6921,47144,47168,46244,25216,47144,8750,1361401,163170,167191,12002,2545484,3976197,4194090,9946644,2682002,5833,6264,1372,11297,8185,829,3207,1136,10894,1428,3110,3186,982,10742,1290
106,73,73,225,1,0.042222,2232,3162,13431,14268,8902,244,252,382,767,1194,270,128,78,751,134,370,486,537,977,2151,2996,3020,4136,2147,2996,833,16641,14176,15222,1975,13830,20272,26758,58227,12545,282,318,146,795,805,66,292,110,775,108,264,278,110,771,126
107,838,838,5424,1,0.007724,28303,79042,209190,237022,181560,3831,3941,4931,14777,20933,3310,2338,633,13495,2374,4488,5989,6403,17066,9130,68444,68468,58592,31079,68444,11491,2228281,239884,219075,12994,3868379,6096403,6627276,15701310,4164056,3564,8329,2066,15597,10337,1246,4045,1416,15080,1937,3991,4237,1348,15951,1859
108,96,96,432,1,0.046875,3452,4997,19001,19987,14781,314,332,412,1168,1811,258,208,82,1128,212,424,587,643,1514,2873,5572,5596,5976,2952,5572,1093,33208,19857,20426,2691,30038,59361,76062,161216,34460,310,378,206,1144,939,134,323,176,1200,222,356,334,178,1210,198
109,54,54,291,1,0.099794,2070,4081,12898,14927,10549,340,332,529,972,1707,376,148,60,1029,166,465,625,661,1230,2629,3712,3736,3564,1719,3712,1059,17557,14417,15871,1118,11582,15156,18895,50651,10095,407,430,128,1072,876,88,358,92,1060,124,328,366,88,997,146
110,1005,1005,4813,1,0.004765,27185,71251,222217,245091,163807,3588,3861,4943,13313,20241,2987,2106,793,12648,2120,3943,5584,6099,16360,8774,61780,61804,63496,35794,61780,11177,2371125,212817,226540,14837,4848690,7624218,8162698,18565490,5649829,7267,7732,4342,15811,10247,1218,3741,1897,13505,1871,3691,3771,1588,13349,1811
111,1007,1007,4791,1,0.004725,29372,58844,209577,215604,161472,3200,3364,4027,12796,18801,2344,2075,775,10596,2096,3396,4963,5243,15208,7726,61524,61548,63496,35403,61524,9056,2403684,204110,203389,13976,4925895,7221286,8012524,18380154,5734115,5967,6440,2130,12110,9223,1146,3326,1799,12791,1789,3252,3284,1500,12728,1677
112,1242,1242,5834,1,0.003782,34414,79382,271178,284591,198009,4638,4915,6644,16406,24836,4298,2538,973,15457,2545,5386,7970,8688,20105,11790,74980,75004,78008,43831,74980,13485,3494007,265946,272723,18410,7583822,12147077,12596993,29188990,9968123,4272,9880,3971,17330,13269,1336,4815,3168,16717,2292,4834,4987,2410,16695,2197
113,162,162,672,1,0.025606,4182,9267,33787,35961,25397,519,550,677,1927,2981,475,308,124,1911,318,653,957,1097,2352,4412,8716,8740,9840,4908,8716,1719,71091,34410,34997,2456,89950,146120,167015,390085,100564,1200,1302,370,2739,1653,148,556,258,1981,262,571,565,216,1967,280
114,193,193,1843,1,0.049478,9057,23313,61918,68486,62645,1388,1382,1853,5039,7067,1274,815,162,5009,840,1601,2212,2154,5672,9335,22892,22916,15888,6885,22892,3937,248349,60804,64603,6432,236551,339322,363074,1087936,201093,1388,2726,446,5340,3272,462,1481,318,5187,677,1414,1450,296,5135,645
115,198,198,795,1,0.020279,4854,11547,39071,41880,29186,625,643,853,2254,3566,607,372,154,2272,372,723,994,1278,2749,5512,10336,10360,11916,5967,10336,2224,100065,40313,40997,2823,138982,223535,284850,638575,147492,1472,1771,504,3428,2216,200,617,274,2302,324,647,631,286,2290,318
116,209,209,976,1,0.022344,5636,12960,44489,48438,35376,1023,1033,1393,3159,4941,1076,451,158,3157,466,1274,1757,1781,3653,2679,12552,12576,13124,6434,12552,3063,123283,49545,51807,6486,181971,269609,300535,728057,174709,1168,2022,883,3909,2955,324,1138,370,3254,501,1096,1078,308,3198,370
117,221,221,925,1,0.018939,6157,12902,45002,51476,34646,1122,1111,1556,3200,4923,1216,420,160,3222,432,1398,1841,1855,3739,2813,11988,12012,13448,6695,11988,3099,122429,51097,54139,3701,197279,287621,320689,743384,186293,2362,2110,863,4105,3082,242,1132,409,3272,423,1212,1148,310,3215,364
118,234,234,534,1,0.009752,4129,7584,32369,35059,21428,677,745,941,1895,3737,801,432,170,1939,278,901,1218,1454,2881,1943,7348,7372,12456,6642,7348,2290,67120,38546,39266,5157,151223,249910,358649,564188,187594,1767,1955,915,3192,2797,164,703,346,1939,240,743,709,310,2084,226
119,245,245,853,1,0.014211,5834,12375,46627,49689,31375,1252,1208,1807,3324,5039,1338,384,178,3280,406,1623,2046,2059,3669,2685,11220,11244,14216,7247,11220,3360,114707,52993,55023,4673,211791,298091,381836,791458,213697,2356,2316,1013,4424,3262,204,1202,346,3454,356,1314,1188,322,3354,338
120,2680,2680,13853,1,0.001929,81723,218748,641387,675753,490127,10960,11451,16232,39227,59098,10572,5969,2775,37673,6075,13577,19005,19502,48527,27566,176960,176984,173356,99717,176960,37606,18233770,629895,663694,47565,38804042,62830449,71513441,158889095,54777120,11182,21825,11032,41818,30909,3801,11453,9810,39790,6173,11519,11944,8211,39358,5127
121,307,307,1415,1,0.015013,8742,18043,67045,64845,52091,1128,1142,1484,4075,6199,1042,633,228,3905,645,1350,1891,1887,4813,2795,18212,18236,19192,9654,18212,3270,244703,67693,69444,4729,410776,813993,867915,1792824,384861,2414,2448,1156,4971,3330,318,1170,490,4143,607,1150,1140,500,4129,527
122,310,310,1379,1,0.01435,7818,17116,60181,62976,46453,1012,1020,1206,3799,5707,809,597,216,3540,617,1096,1671,1651,4452,2382,17792,17816,19180,9745,17792,3029,232788,63647,63709,4428,391985,667784,696907,1579606,379028,2150,2119,1114,4716,2897,324,1060,439,3831,565,1023,1031,444,3819,490
123,346,346,1786,1,0.014919,9598,24528,75836,85138,61092,2051,1995,2769,5809,8778,2152,775,252,6003,789,2490,3324,3122,6540,4783,22820,22844,22392,11269,22820,5462,345053,85246,91353,10375,565759,871492,919512,2207787,482693,2394,3524,1348,7185,5137,384,2061,513,6077,739,2140,2114,517,5971,621
124,361,361,1657,1,0.012715,9891,19474,70492,73971,57355,1158,1162,1346,4424,6796,807,741,258,4148,751,1244,1779,1943,5378,2671,21332,21356,22536,11607,21332,3300,322785,74834,75155,7083,519652,866847,1013575,2293652,527339,2226,2356,1304,5378,3238,366,1206,523,4500,673,1172,1178,511,4458,597
125,419,419,1991,1,0.011341,11487,26589,89032,98260,70532,2012,1971,2797,6468,9738,2105,881,308,6544,903,2465,3436,3272,7454,4849,25572,25596,26424,13648,25572,5693,441977,100342,106011,9836,829890,1286709,1373251,3136423,778320,2232,4021,1525,8153,5540,424,2108,693,6622,787,2116,2138,599,6538,703
126,492,492,1824,1,0.007535,12090,24654,91271,102195,65276,1717,1707,2268,5895,8728,1701,809,367,5786,817,2067,2933,2917,6754,4057,23860,23884,28968,15796,23860,4829,442584,98392,103470,8947,999855,1628492,1758003,3551950,1043325,3923,3620,1763,7381,5079,392,1791,661,5983,707,1791,1807,663,5931,657
127,503,503,3265,1,0.012905,15693,42914,120041,133486,105786,2358,2374,3027,8700,12258,2188,1338,359,8490,1366,2801,3931,3653,10511,5648,41196,41220,35216,18112,41196,6888,885156,122193,130122,9708,1310564,2225324,2341305,5667470,1239114,2414,4921,1048,9251,6083,689,2420,737,8920,1214,2390,2482,723,8860,1058
128,512,512,2007,1,0.007656,12551,25922,91143,101193,66314,2118,2080,2843,6253,9539,2166,839,362,6153,861,2532,3458,3340,7320,4684,26136,26160,30580,16554,26136,5773,512357,100382,104780,12950,1063143,2277944,2386658,4350269,2353504,4372,4254,1831,7889,5798,422,2238,725,6456,751,2210,2230,717,6309,669
129,59,59,163,1,0.046826,1534,2576,10776,11609,6243,220,210,336,605,1026,242,102,60,663,112,296,507,449,805,1801,2196,2220,3272,1721,2196,751,10052,11517,12469,839,7289,11114,16308,32484,7581,264,290,114,697,759,68,238,98,663,78,218,224,88,621,108
130,592,592,2848,1,0.008126,16274,36248,115857,122303,94978,1885,1933,2414,7620,11253,1506,1452,437,6899,1230,2540,3041,3272,9241,4430,36548,36572,37464,20136,36548,5753,861676,119233,121490,8475,1583253,2658851,2724692,6302421,1686199,3789,4278,1069,8868,5662,611,1943,777,7698,987,1955,1975,767,7642,1208
131,607,607,2869,1,0.007787,16284,39812,127833,138231,98741,2164,2202,2903,8401,12242,2078,1262,474,7930,1274,2627,3769,3821,9974,5376,36860,36884,38208,20489,36860,6684,884669,133742,137950,9193,1737312,2835448,3001978,6723893,1846984,4815,4628,1204,10381,6566,655,2370,865,8552,1134,2296,2420,837,8496,990
132,66,66,193,1,0.044307,1811,2686,11429,12066,7085,204,212,300,605,1056,250,116,64,617,110,304,408,474,775,2044,2584,2608,3700,1933,2584,775,12022,11618,12599,1346,9131,14142,21770,46816,9516,206,290,118,693,759,72,222,92,663,82,228,216,88,627,96
133,72,72,147,1,0.028356,1999,1837,9936,10762,5762,152,156,208,449,849,160,82,68,464,112,216,320,356,653,1498,2056,2080,3780,2043,2056,583,10417,10860,11734,1617,8918,15052,22602,40265,8640,126,208,132,498,585,58,148,114,497,70,148,150,110,464,90
134,758,758,3376,1,0.005876,20478,40476,148925,153648,115483,2314,2318,2793,9004,13497,1899,1448,561,8095,1454,2671,3689,3885,10630,5368,43548,43572,46880,25804,43548,6710,1216393,151025,152434,9808,2499189,4382738,4647032,10042482,2802346,4704,5195,1367,10259,7105,899,2362,1034,9025,1184,2386,2442,967,9034,1114
135,869,869,4077,1,0.005399,23383,51039,171207,183798,136339,2917,2885,3715,11010,16611,2476,1745,671,9864,1753,3360,4770,4945,13313,6830,52404,52428,54568,30219,52404,8225,1733110,174633,179683,11938,3400997,5553683,5847265,13401955,4034314,5885,5905,3057,11375,8399,737,2927,1272,11114,1332,2999,3082,1242,11004,1412
136,87,87,314,1,0.041485,2675,4939,17206,18610,11167,414,412,619,1140,1847,452,158,80,1202,166,551,785,757,1374,2901,4120,4144,5108,2600,4120,1248,22849,18484,19877,2362,19314,35055,43257,98092,23792,504,485,188,1230,1218,134,428,148,1200,154,447,444,126,1168,154
137,878,878,4163,1,0.0054,24271,45084,169889,176899,136007,2701,2789,3284,10658,15873,1931,1755,657,8992,1773,2947,4125,4456,12890,6380,53472,53496,55308,30557,53472,8756,1774227,171070,168910,11527,3595758,5707014,5952070,13662920,4344364,5151,5562,2035,10455,7742,1066,2915,1382,10694,1617,2749,2775,1278,10666,1400
138,918,918,4151,1,0.004926,23820,51552,179823,191016,133151,3484,3444,4741,11471,17388,3364,1735,661,11064,1723,4114,5707,5840,14369,8356,53488,53512,57020,31934,53488,9718,1727374,188683,195236,12922,3694685,6012732,6273518,14354834,4425013,6975,7275,3434,12693,9820,971,3555,1612,12311,1410,3619,3755,1378,11573,1434
139,992,992,8868,1,0.009012,41555,105480,281570,307769,299115,5788,5881,6299,22993,29836,2967,3847,813,18082,3837,4935,6997,7217,27481,12377,110388,110412,79144,44544,110388,13826,4902621,254377,265832,20019,6488443,12014931,12316781,31150003,6684375,3082,10902,2518,21193,11728,2182,5843,2055,23073,3212,5868,5859,1685,22953,3101
140,1176,1176,9864,1,0.007132,50797,148370,339847,394688,338470,7592,7842,11255,27259,36705,6215,4200,978,24548,4258,8165,10646,11281,29775,18264,123076,123100,91224,50132,123076,22402,7329429,294626,326105,28597,9240237,15574953,16910378,38118316,9565715,7219,17935,4262,29647,18229,2191,7963,3586,27427,3436,7828,8187,2681,27409,3468
141,183,183,1069,0.060515,0.031921,9385,14485,112916,161324,40976,1240,1210,1909,4736,4979,1222,489,1254,4780,471,1478,1993,2384,5181,6892,13564,13588,22168,14031,12712,3332,131288,87155,102548,10698,155461,234057,281143,762131,152048,2557,2422,2032,5790,3048,198,1326,1314,4921,392,1268,1360,1324,4917,379
142,183,183,1069,0.040496,0.031921,6534,16619,122183,176536,41575,1200,1202,1859,4761,5380,1428,480,1240,4843,494,1517,2009,2496,5165,8487,13564,13588,22492,14301,13564,3829,130418,88513,104580,5357,155938,234323,313131,806434,153906,2523,3026,2080,6217,3699,264,1344,1284,4917,448,1290,1344,1308,4879,414
