Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.000000, 0.019140,232227,1872041,3005195,1383283,20,159353,102048,82311,8516,10449,113118,12713,21971,152210,108750,39092,349000,502888,381333,349000,42869,4138097,3231641,85698,1522459,140402611,145185856,1811300,15147,125230,112437,43870,30,20,105805,250,19065,117095,109632,13986,
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.000000, 0.019140,453383,1783709,2999084,966998,20,291826,107678,83013,8495,10490,113158,12633,27500,112858,112327,36878,349000,502888,381333,349000,65591,3806277,4976328,102348,1820707,154148773,143634433,2157757,7964,50282,112006,24755,30,20,105174,160,20187,22902,111194,25738,
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.000000, 0.019140,227559,1781845,3058202,987806,20,207741,104532,82932,8536,8776,113499,12743,17352,108459,111915,36146,349000,502888,381333,349000,60021,3038255,3899399,101998,1471345,138978604,143535011,1872342,8225,42118,113920,30196,40,20,102568,40,20237,112096,112978,19005,
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.000000, 0.019140,292818,1710625,3039728,978830,20,211509,103090,84155,8465,9187,114882,13154,26369,136682,114260,36598,349000,502888,381333,349000,39753,3492130,3535119,110673,1536465,138275692,143009495,2140024,20658,75038,130981,31047,30,20,107157,30,20047,23964,110713,15929,
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.000000, 0.019140,247795,1697251,2978887,979040,20,151058,103370,82792,8436,12393,111695,12854,15559,196010,121083,45543,349000,502888,381333,349000,86128,2893068,3969607,109721,1508603,140725716,143615889,1988585,84816,109752,122976,32299,30,20,111235,40,20248,28843,108940,10269,
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.000000, 0.019140,242947,1729519,2959841,991382,20,273563,104061,82531,8546,7594,120131,12874,24304,134858,120542,55532,349000,502888,381333,349000,47307,2688353,3760062,88632,1639064,139091802,143305729,1910822,33682,146689,118197,25978,30,20,110774,40,38501,104432,120231,20097,
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.000000, 0.019140,240512,1738946,3035260,951099,20,199557,103130,88202,8386,6773,111455,12593,18374,143584,119650,38521,349000,502888,381333,349000,38661,2834401,6006141,87891,1412607,138893498,143416954,2048816,17522,111145,113589,30967,40,20,105945,120,19305,35495,111304,13866,
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.000000, 0.019140,257032,1721355,2957407,1032157,20,333293,102880,84105,8495,9046,115843,18253,22151,136702,115583,38691,349000,502888,381333,349000,262743,3024851,4623189,93702,1364899,139266604,143983435,2117793,26598,35194,111255,39202,161,20,108470,50,19265,122936,120532,16671,
56.000000, 48.000000, 48.000000, 48.000000, 0.000000, 0.020833,771,3536,4809,4709,40,240,541,731,100,191,260,60,151,621,501,1232,772,2520,1320,484,311,14437,7624,370,4448,36317,15268,1683,100,120,311,621,30,20,240,20,211,80,260,151,
56.000000, 48.000000, 48.000000, 48.000000, 0.000000, 0.020833,1052,4578,4158,1824,20,240,251,551,150,80,240,40,391,391,400,611,772,2520,1320,484,250,7624,6242,271,1894,23333,26118,1222,80,111,300,481,30,20,230,21,91,80,231,71,
56.000000, 48.000000, 48.000000, 48.000000, 0.000000, 0.020833,832,3056,4709,8836,20,271,270,521,70,70,240,51,131,471,401,682,772,2520,1320,484,261,9166,6772,230,1913,14767,22411,902,91,100,301,470,30,10,260,20,90,80,361,60,
56.000000, 48.000000, 48.000000, 48.000000, 0.000000, 0.020833,772,4348,4108,1723,20,240,280,501,81,60,231,40,141,461,370,510,772,2520,1320,484,250,7744,5690,221,1833,15488,22061,841,60,90,281,471,30,20,231,20,101,80,241,50,
56.000000, 48.000000, 48.000000, 48.000000, 0.000000, 0.020833,732,4398,4628,1663,20,400,250,450,71,60,241,60,241,380,381,621,772,2520,1320,484,271,6131,7333,221,1673,20978,17462,912,90,121,281,451,30,20,230,30,150,70,250,60,
56.000000, 48.000000, 48.000000, 48.000000, 0.000000, 0.020833,752,5540,4037,1954,20,260,240,461,80,70,251,40,130,310,561,611,772,2520,1320,484,241,7664,12102,341,1823,15850,15208,862,80,100,391,451,20,20,240,20,80,90,251,50,
56.000000, 48.000000, 48.000000, 48.000000, 0.000000, 0.020833,771,3576,4147,2114,20,240,401,451,90,60,231,40,160,461,350,551,772,2520,1320,484,281,5399,6562,230,1773,17241,20698,782,91,91,271,601,20,20,231,30,80,60,241,51,
56.000000, 48.000000, 48.000000, 48.000000, 0.000000, 0.020833,822,2945,4208,1653,20,210,271,561,81,70,230,20,171,291,301,581,772,2520,1320,484,250,6963,6863,250,1713,16811,12553,721,90,81,211,511,20,20,180,20,90,80,421,50,
56.000000, 48.000000, 48.000000, 48.000000, 0.000000, 0.020833,671,3317,3777,1452,20,220,190,450,71,50,190,30,100,381,331,611,772,2520,1320,484,250,7033,6772,191,1613,17902,10630,731,80,100,221,371,30,20,171,20,70,60,191,50,
56.000000, 48.000000, 48.000000, 48.000000, 0.000000, 0.020833,682,2435,3657,1743,20,201,201,401,70,80,191,40,100,321,301,531,772,2520,1320,484,240,7093,6903,191,1613,21018,12493,771,70,80,231,391,20,20,180,20,80,71,210,51,
57.000000, 66.000000, 66.000000, 66.000000, 0.000000, 0.015152,1012,7153,6532,3747,20,340,871,1061,131,220,321,80,211,561,581,1493,1060,3456,1806,1060,431,14136,9257,571,6632,34383,29164,2224,110,251,651,812,30,20,310,20,241,161,361,301,
57.000000, 66.000000, 66.000000, 66.000000, 0.000000, 0.015152,1182,5049,5420,3637,20,351,842,651,111,90,321,120,211,491,651,802,1060,3456,1806,1060,381,11051,10279,551,8295,38561,32590,1704,100,160,361,661,30,20,311,20,110,110,320,80,
57.000000, 66.000000, 66.000000, 66.000000, 0.000000, 0.015152,941,3737,6732,4449,20,301,862,932,110,110,380,101,280,451,501,1192,1060,3456,1806,1060,350,11612,12654,391,5951,32590,51083,2204,150,240,371,641,30,20,280,30,191,110,481,111,
57.000000, 66.000000, 66.000000, 66.000000, 0.000000, 0.015152,1423,9498,7975,4007,40,371,1032,891,190,211,451,100,291,631,832,1253,1060,3456,1806,1060,801,13685,11551,561,6372,31728,60942,1653,231,190,631,1352,40,20,411,20,251,200,802,90,
57.000000, 66.000000, 66.000000, 66.000000, 0.000000, 0.015152,1563,7564,8746,4148,20,621,852,1002,240,110,431,110,241,721,952,1202,1060,3456,1806,1060,501,9718,11972,551,6642,43830,44782,3737,180,170,481,1002,30,20,621,30,201,170,621,130,
57.000000, 66.000000, 66.000000, 66.000000, 0.000000, 0.015152,1102,9558,6612,4478,40,361,842,731,130,110,511,70,170,451,621,901,1060,3456,1806,1060,461,11722,11922,380,4688,44662,31398,1563,121,190,471,741,30,20,400,20,101,160,511,100,
57.000000, 66.000000, 66.000000, 66.000000, 0.000000, 0.015152,1192,6031,6943,4458,20,501,1041,1203,100,110,440,90,241,731,591,841,1060,3456,1806,1060,531,11281,10760,381,6001,40865,43409,1723,170,190,400,922,31,20,360,20,120,80,371,121,
57.000000, 66.000000, 66.000000, 66.000000, 0.000000, 0.015152,1152,5610,6812,4398,20,380,932,1142,140,100,421,50,190,471,511,942,1060,3456,1806,1060,331,13545,14186,411,3396,33412,37429,1854,110,201,541,761,30,20,371,20,130,220,371,70,
57.000000, 66.000000, 66.000000, 66.000000, 0.000000, 0.015152,1482,7293,9908,4208,30,641,1112,1423,150,150,481,70,230,802,712,1373,1060,3456,1806,1060,581,18314,15649,431,7203,58668,38381,2044,130,200,561,1001,40,30,551,20,131,170,481,80,
57.000000, 66.000000, 66.000000, 66.000000, 0.000000, 0.015152,1382,6572,6542,4087,30,370,1192,982,120,120,321,90,170,481,481,852,1060,3456,1806,1060,441,12182,11631,400,2815,47387,27530,1813,140,130,581,631,40,30,331,30,120,120,351,100,
58.000000, 112.000000, 112.000000, 112.000000, 0.000000, 0.008929,1483,6191,10098,6442,20,581,551,1172,171,151,461,90,220,661,861,1523,1796,5848,3048,1316,511,15839,15218,591,9327,97800,89565,2635,191,210,561,1092,20,20,501,30,180,160,541,190,
58.000000, 112.000000, 112.000000, 112.000000, 0.000000, 0.008929,1483,7444,8285,4439,20,471,441,952,171,141,461,80,240,791,671,971,1796,5848,3048,1316,461,14246,12493,521,10189,99143,93201,1803,130,211,531,902,30,20,441,30,170,150,440,81,
58.000000, 112.000000, 112.000000, 112.000000, 0.000000, 0.008929,1402,5520,9607,3897,20,461,450,891,140,130,461,60,240,741,702,851,1796,5848,3048,1316,411,16300,13235,461,7904,79075,98121,1673,140,201,541,902,20,20,431,30,170,150,511,70,
58.000000, 112.000000, 112.000000, 112.000000, 0.000000, 0.008929,1392,8936,9127,3907,20,471,451,1092,150,120,461,80,240,611,711,1183,1796,5848,3048,1316,501,15238,12894,411,7473,80919,118638,1683,120,191,531,1112,20,20,461,31,151,131,461,70,
58.000000, 112.000000, 112.000000, 112.000000, 0.000000, 0.008929,2295,8566,9567,3977,20,480,451,1002,250,130,561,60,201,802,1242,862,1796,5848,3048,1316,651,14226,14506,440,10419,108780,91088,2455,120,230,621,1022,30,20,441,30,170,160,531,80,
58.000000, 112.000000, 112.000000, 112.000000, 0.000000, 0.008929,1543,10760,8505,4058,20,521,581,1122,140,160,481,80,241,762,862,882,1796,5848,3048,1316,481,18344,15638,461,6652,98791,93752,1582,120,180,520,1172,21,20,531,20,160,271,611,70,
58.000000, 112.000000, 112.000000, 112.000000, 0.000000, 0.008929,1363,8485,10669,3557,20,781,521,1493,151,130,581,60,300,911,631,822,1796,5848,3048,1316,651,18885,20919,521,7915,101567,119730,2394,200,190,872,1433,50,30,651,20,220,130,582,70,
58.000000, 112.000000, 112.000000, 112.000000, 0.000000, 0.008929,1523,5791,8496,3897,20,440,421,1052,130,130,461,60,180,571,641,802,1796,5848,3048,1316,451,13064,14977,421,3426,82732,75760,1603,130,190,481,841,20,20,391,20,160,170,431,80,
58.000000, 112.000000, 112.000000, 112.000000, 0.000000, 0.008929,1342,6722,8495,3516,20,441,401,931,140,130,421,60,180,561,592,872,1796,5848,3048,1316,431,14898,14687,361,7284,98121,70109,1543,100,210,471,902,30,20,390,20,150,130,431,60,
58.000000, 112.000000, 112.000000, 112.000000, 0.000000, 0.008929,1683,6361,9788,4939,20,451,400,891,170,130,501,70,190,731,631,861,1796,5848,3048,1316,611,17893,14998,361,3346,116945,89424,1834,141,271,481,791,30,30,460,30,140,200,511,80,
59.000000, 132.000000, 132.000000, 132.000000, 0.000000, 0.007576,2625,15829,18073,6773,20,941,891,1693,210,251,922,80,351,1313,1333,2204,2116,6888,3588,1324,842,28081,25857,701,6762,160365,171665,3016,361,461,1092,1873,20,20,822,30,220,300,1042,190,
59.000000, 132.000000, 132.000000, 132.000000, 0.000000, 0.007576,2574,19145,18524,5950,20,922,922,1583,211,250,902,90,370,1372,1223,1673,2116,6888,3588,1324,802,26819,33392,4198,5260,189549,166576,2505,2806,490,1002,1062,30,20,821,20,200,321,852,80,
59.000000, 132.000000, 132.000000, 132.000000, 0.000000, 0.007576,2184,12363,11501,4578,20,711,592,1352,170,190,551,80,281,972,852,1503,2116,6888,3588,1324,642,21971,17482,681,4508,118087,147852,2084,2915,3807,1683,1192,30,20,591,30,190,191,712,70,
59.000000, 132.000000, 132.000000, 132.000000, 0.000000, 0.007576,2605,9588,12022,4879,20,712,681,1262,241,160,551,90,250,961,701,1332,2116,6888,3588,1324,571,20768,21579,571,4078,122725,150798,2344,250,3446,822,972,20,20,601,20,241,250,771,60,
59.000000, 132.000000, 132.000000, 132.000000, 0.000000, 0.007576,1503,9848,11502,4458,20,591,481,972,180,160,490,71,220,682,621,1343,2116,6888,3588,1324,6101,17993,17723,581,3958,135238,101056,1743,181,2745,4589,962,90,20,471,20,220,171,501,80,
59.000000, 132.000000, 132.000000, 132.000000, 0.000000, 0.007576,1673,9538,11421,4709,20,551,491,972,171,160,491,70,201,681,641,1212,2116,6888,3588,1324,551,19155,17712,721,4137,107868,99723,1914,2044,220,4088,981,30,20,461,30,201,201,501,80,
59.000000, 132.000000, 132.000000, 132.000000, 0.000000, 0.007576,1603,9457,13465,6552,20,531,481,972,181,171,491,81,170,721,681,1393,2116,6888,3588,1324,531,16820,18704,851,4007,137964,166517,2204,201,300,4188,1012,30,21,471,20,191,150,501,70,
59.000000, 132.000000, 132.000000, 132.000000, 0.000000, 0.007576,1673,9638,16300,7053,20,531,491,1102,180,150,511,80,201,681,661,1352,2116,6888,3588,1324,1583,17773,18734,581,4338,112537,102559,1923,2765,301,4298,962,30,20,471,30,341,231,541,71,
59.000000, 132.000000, 132.000000, 132.000000, 0.000000, 0.007576,2886,13836,14146,4819,20,531,491,971,170,141,521,80,290,701,772,1292,2116,6888,3588,1324,581,19445,18624,551,4268,136191,112005,1964,1373,431,621,942,30,20,451,30,181,151,530,71,
59.000000, 132.000000, 132.000000, 132.000000, 0.000000, 0.007576,6472,9648,13154,4568,20,521,511,942,170,150,541,80,290,641,792,1252,2116,6888,3588,1324,1252,17282,18013,491,3827,142632,100375,1894,191,190,681,1143,30,20,450,20,181,350,481,70,
60.000000, 153.000000, 153.000000, 153.000000, 0.000000, 0.006536,2394,11852,16741,7503,10,692,812,1493,210,221,1032,121,340,1453,1412,3166,2452,7980,4155,2452,911,25057,21098,761,8125,176605,192574,3837,380,491,892,2284,31,20,751,40,220,221,812,210,
60.000000, 153.000000, 153.000000, 153.000000, 0.000000, 0.006536,2063,17252,17873,8326,20,891,892,1724,200,260,831,100,350,1232,1072,1743,2452,7980,4155,2452,822,28262,37940,4738,6062,240312,233028,3386,4127,421,852,1402,50,20,1011,30,201,280,1022,110,
60.000000, 153.000000, 153.000000, 153.000000, 0.000000, 0.006536,2013,12383,16300,8034,20,822,601,1543,220,320,581,130,340,1412,902,2745,2452,7980,4155,2452,732,24515,21850,912,6142,162518,186523,3256,4549,6742,1824,1373,20,20,651,20,290,230,621,130,
60.000000, 153.000000, 153.000000, 153.000000, 0.000000, 0.006536,3286,11472,13575,6502,20,701,942,1443,191,230,671,101,501,1353,1252,1813,2452,7980,4155,2452,882,24685,18885,1092,5279,181514,206921,3938,270,4589,1022,1202,30,20,662,20,290,230,811,90,
60.000000, 153.000000, 153.000000, 153.000000, 0.000000, 0.006536,2094,11471,13655,6251,20,732,682,1212,200,170,671,90,251,861,1012,1934,2452,7980,4155,2452,6813,19877,21980,951,4528,203364,164261,4047,190,3376,5951,1232,20,20,581,20,210,200,612,131,
60.000000, 153.000000, 153.000000, 153.000000, 0.000000, 0.006536,3146,11061,14977,6392,20,812,942,1433,191,181,731,100,321,1082,882,1773,2452,7980,4155,2452,711,25406,20127,972,4779,163471,183638,3296,3155,260,5480,1212,60,20,742,20,210,220,661,90,
60.000000, 153.000000, 153.000000, 153.000000, 0.000000, 0.006536,2725,14166,17452,8355,20,801,771,1603,190,230,1031,90,250,1202,1012,1713,2452,7980,4155,2452,992,22741,20768,1022,4428,200879,206339,3376,361,411,4838,1633,20,20,741,20,221,241,1012,90,
60.000000, 153.000000, 153.000000, 153.000000, 0.000000, 0.006536,2134,13364,20958,10379,20,701,862,1663,251,171,1012,120,250,841,761,1883,2452,7980,4155,2452,1973,23854,22180,921,4749,182636,156057,3417,4358,371,4879,1232,30,30,562,20,220,370,631,141,
60.000000, 153.000000, 153.000000, 153.000000, 0.000000, 0.006536,3135,16290,16390,6382,20,662,601,1172,201,160,612,100,211,842,701,1703,2452,7980,4155,2452,701,22191,22742,782,4428,198585,157018,3216,1273,320,662,1162,30,20,551,20,210,170,561,110,
60.000000, 153.000000, 153.000000, 153.000000, 0.000000, 0.006536,7624,10820,15369,6322,20,611,571,1152,181,170,581,101,281,822,742,1844,2452,7980,4155,2452,1934,19255,20277,862,4218,190349,148042,3306,230,261,712,1132,40,20,551,30,190,241,571,90,
61.000000, 420.000000, 420.000000, 420.000000, 0.000000, 0.002381,5710,28272,35385,18514,20,2926,1503,3276,611,792,1683,240,592,2184,2364,1373,6724,21864,11692,6724,2345,64158,53578,1683,12213,1472347,1515486,8256,1082,791,2084,3246,30,20,1603,141,1212,480,3346,411,
61.000000, 420.000000, 420.000000, 420.000000, 0.000000, 0.002381,6562,31338,34784,15248,20,1593,1512,3296,481,431,1633,240,541,2124,2024,2043,6724,21864,11692,6724,4468,49691,68366,10048,10559,1646868,1703131,9137,8646,1163,3616,3927,20,20,1603,20,511,521,1613,902,
61.000000, 420.000000, 420.000000, 420.000000, 0.000000, 0.002381,4979,27741,38200,15599,20,1984,1463,3236,481,421,1773,241,801,5931,2224,1282,6724,21864,11692,6724,1563,61393,52055,1904,13165,1528200,1655163,8556,8095,12644,5080,3186,30,20,1543,50,631,621,2244,500,
61.000000, 420.000000, 420.000000, 420.000000, 0.000000, 0.002381,8105,29354,33943,15849,20,1663,1453,3256,521,411,1603,240,611,2044,2044,1422,6724,21864,11692,6724,2535,74477,48269,1663,13976,1600412,1691149,16029,421,8145,2064,3155,30,20,1552,30,501,451,1693,210,
61.000000, 420.000000, 420.000000, 420.000000, 0.000000, 0.002381,6402,31217,35105,16310,20,6833,1503,3176,501,511,1834,251,761,2294,2925,1843,6724,21864,11692,6724,18404,50242,56123,3146,12002,1743465,1488436,8655,421,8967,14367,11000,40,20,1573,30,952,741,1773,732,
61.000000, 420.000000, 420.000000, 420.000000, 0.000000, 0.002381,5110,27761,33922,16541,20,2926,1463,3256,541,431,1563,290,842,2414,2474,932,6724,21864,11692,6724,1613,61353,57596,2635,13124,1717167,1436090,9518,5991,712,15128,3386,30,20,1743,30,842,551,1683,240,
61.000000, 420.000000, 420.000000, 420.000000, 0.000000, 0.002381,4899,27611,42037,21689,20,1582,1453,3146,511,541,1643,241,632,2054,3336,1563,6724,21864,11692,6724,3336,47778,50893,2935,11992,1827610,1710405,9337,471,1032,13525,3216,20,20,1543,110,511,441,1583,361,
61.000000, 420.000000, 420.000000, 420.000000, 0.000000, 0.002381,4979,28893,48850,22371,20,1643,1693,3527,501,421,1943,230,571,2064,1964,1022,6724,21864,11692,6724,4308,55312,56825,1633,13555,1602707,1589342,8646,8054,2745,13194,3236,30,20,1533,20,1062,821,1944,211,
61.000000, 420.000000, 420.000000, 420.000000, 0.000000, 0.002381,8225,40926,42779,16601,20,1603,1463,3186,511,411,1573,741,531,2335,3747,1362,6724,21864,11692,6724,1613,58397,56935,1853,12483,1812071,1488867,8476,3456,2294,2114,3186,30,20,1543,40,631,451,1633,310,
61.000000, 420.000000, 420.000000, 420.000000, 0.000000, 0.002381,21339,28212,40264,17192,20,1873,1462,3155,501,430,1643,230,641,2254,2385,952,6724,21864,11692,6724,5329,55202,54320,1833,10399,1757431,1573773,8676,1443,591,2034,3066,30,20,1653,30,501,2455,1893,320,
62.000000, 420.000000, 420.000000, 3836.000000, 0.003508, 0.021746,44962,380559,668429,144015,21,36817,19906,20427,2565,2444,25647,1753,5711,22732,25377,9908,47716,76280,51869,47716,7835,389155,659412,11471,259598,6845915,23905347,350745,6081,9698,25006,10409,30,20,22942,160,3807,6803,16971,1663,
62.000000, 420.000000, 420.000000, 3836.000000, 0.003508, 0.021746,46215,446862,660664,237727,20,38831,24855,24154,4138,3527,26398,2354,6612,22492,26999,12012,47716,76280,51869,47716,13294,583503,733027,28873,325518,10511123,12422176,366304,11321,8866,28011,11851,60,20,24765,200,4198,8666,25557,2114,
62.000000, 420.000000, 420.000000, 3836.000000, 0.003508, 0.021746,44241,401758,700978,252744,30,31058,16050,20758,3817,2955,25016,1783,4759,28973,24986,7363,47716,76280,51869,47716,10840,582531,661997,12723,308788,9679034,12042849,342379,13845,104562,28102,10971,30,21,22722,240,3095,18995,18124,3136,
62.000000, 420.000000, 420.000000, 3836.000000, 0.003508, 0.021746,57526,260759,379558,131532,20,12523,16300,13404,2595,2505,17041,2314,3106,18745,26188,8295,47716,76280,51869,47716,11301,334846,374529,10299,230343,7199205,9899158,237296,2355,16821,17582,6813,30,20,16130,211,3165,3557,16992,2094,
62.000000, 420.000000, 420.000000, 3836.000000, 0.003508, 0.021746,27080,300522,417447,154905,20,21459,17201,14607,2405,2594,19025,1743,3797,16631,16791,8796,47716,76280,51869,47716,78454,331359,444697,15279,219824,7909090,9438642,231796,2595,19415,77863,7945,40,20,18234,30,4088,7914,17693,2996,
